Community,Replicate,Metric,HierarchyScore
W13,748,h2,0.5761477390575026
W13,749,h1,1
W13,749,h2,0.6150064091905786
W13,750,h1,0.6666666666666666
W13,750,h2,0.6750643432993854
W13,751,h1,1
W13,751,h2,0.5151254226754427
W13,752,h1,1
W13,752,h2,0.645409643830997
W13,753,h1,0.6666666666666666
W13,753,h2,0.6391687810310512
W13,754,h1,0.6666666666666666
W13,754,h2,0.6427150305888047
W13,755,h1,1
W13,755,h2,0.658897349303625
W13,756,h1,1
W13,756,h2,0.5817390224099181
W13,757,h1,1
W13,757,h2,0.5894638677619342
W13,758,h1,0.6666666666666666
W13,758,h2,0.5350845828021267
W13,759,h1,1
W13,759,h2,0.6362810511815435
W13,760,h1,0.6666666666666666
W13,760,h2,0.5810447165875683
W13,761,h1,1
W13,761,h2,0.7190226754129311
W13,762,h1,1
W13,762,h2,0.6704378982620159
W13,763,h1,1
W13,763,h2,0.7250241134023881
W13,764,h1,0.6666666666666666
W13,764,h2,0.525382551697741
W13,765,h1,1
W13,765,h2,0.6243303475861111
W13,766,h1,0.6666666666666666
W13,766,h2,0.7136918815722785
W13,767,h1,0.6666666666666666
W13,767,h2,0.5615466085886247
W13,768,h1,1
W13,768,h2,0.6146037005621992
W13,769,h1,1
W13,769,h2,0.5946208787619698
W13,770,h1,0.6666666666666666
W13,770,h2,0.6591288954037159
W13,771,h1,1
W13,771,h2,0.6853526639681708
W13,772,h1,1
W13,772,h2,0.6442453213440482
W13,773,h1,1
W13,773,h2,0.6249799270336412
W13,774,h1,0.6666666666666666
W13,774,h2,0.6402652554757078
W13,775,h1,1
W13,775,h2,0.5109699485486529
W13,776,h1,1
W13,776,h2,0.6560252951129278
W13,777,h1,0.6666666666666666
W13,777,h2,0.5795144258323248
W13,778,h1,1
W13,778,h2,0.6669237106324506
W13,779,h1,1
W13,779,h2,0.6434013503964198
W13,780,h1,0.6666666666666666
W13,780,h2,0.5620267331023849
W13,781,h1,1
W13,781,h2,0.7853526639681709
W13,782,h1,1
W13,782,h2,0.5903686549831006
W13,783,h1,1
W13,783,h2,0.6850615228159935
W13,784,h1,1
W13,784,h2,0.7041842419679909
W13,785,h1,0
W13,785,h2,0.6449316411516632
W13,786,h1,0.6666666666666666
W13,786,h2,0.6657961285055866
W13,787,h1,0.6666666666666666
W13,787,h2,0.5949793170573225
W13,788,h1,1
W13,788,h2,0.7698320491414395
W13,789,h1,1
W13,789,h2,0.6214336774758878
W13,790,h1,1
W13,790,h2,0.6584804835446314
W13,791,h1,0.6666666666666666
W13,791,h2,0.6557858703024391
W13,792,h1,1
W13,792,h2,0.6961748311907586
W13,793,h1,1
W13,793,h2,0.7445732028563105
W13,794,h1,1
W13,794,h2,0.5560694814816747
W13,795,h1,0.6666666666666666
W13,795,h2,0.5919519650634695
W13,796,h1,1
W13,796,h2,0.5498366046964637
W13,797,h1,1
W13,797,h2,0.5422812142782177
W13,798,h1,1
W13,798,h2,0.6852969403664373
W13,799,h1,1
W13,799,h2,0.6649350716113739
W13,800,h1,1
W13,800,h2,0.630563224371322
W13,801,h1,1
W13,801,h2,0.6653688879219608
W13,802,h1,1
W13,802,h2,0.7753791461251083
W13,803,h1,1
W13,803,h2,0.6354240015473757
W13,804,h1,1
W13,804,h2,0.5837223792781672
W13,805,h1,1
W13,805,h2,0.6768651665473251
W13,806,h1,1
W13,806,h2,0.5546582042112953
W13,807,h1,1
W13,807,h2,0.7061850893939061
W13,808,h1,1
W13,808,h2,0.6500230101818272
W13,809,h1,0.6666666666666666
W13,809,h2,0.5946445404355152
W13,810,h1,1
W13,810,h2,0.6425375896402998
W13,811,h1,1
W13,811,h2,0.6557858703024391
W13,812,h1,1
W13,812,h2,0.7261442495205901
W13,813,h1,0.6666666666666666
W13,813,h2,0.6808583111022048
W13,814,h1,0.6666666666666666
W13,814,h2,0.6823886018574483
W13,815,h1,1
W13,815,h2,0.6593763062289394
W13,816,h1,1
W13,816,h2,0.6904413287217266
W13,817,h1,1
W13,817,h2,0.6245697723965997
W13,818,h1,1
W13,818,h2,0.7194695704100573
W13,819,h1,1
W13,819,h2,0.6862333752758841
W13,820,h1,1
W13,820,h2,0.6201271358723224
W13,821,h1,0.6666666666666666
W13,821,h2,0.6651098086979715
W13,822,h1,1
W13,822,h2,0.5420417894677291
W13,823,h1,1
W13,823,h2,0.6001000437390663
W13,824,h1,1
W13,824,h2,0.5153853721811328
W13,825,h1,0.6666666666666666
W13,825,h2,0.6134524567617897
W13,826,h1,1
W13,826,h2,0.6460592232785272
W13,827,h1,1
W13,827,h2,0.7460838391980533
W13,828,h1,0.6666666666666666
W13,828,h2,0.5945455007467356
W13,829,h1,0.6666666666666666
W13,829,h2,0.6930905880067263
W13,830,h1,1
W13,830,h2,0.5679181532722003
W13,831,h1,1
W13,831,h2,0.6097067230321335
W13,832,h1,1
W13,832,h2,0.6329572758826854
W13,833,h1,0.6666666666666666
W13,833,h2,0.5901822494977372
W13,834,h1,1
W13,834,h2,0.565747850912515
W13,835,h1,0.6666666666666666
W13,835,h2,0.6015349826829912
W13,836,h1,0.6666666666666666
W13,836,h2,0.6946208787619698
W13,837,h1,0.6666666666666666
W13,837,h2,0.6150064091905786
W13,838,h1,1
W13,838,h2,0.6498049570081835
W13,839,h1,1
W13,839,h2,0.6000920577243315
W13,840,h1,1
W13,840,h2,0.6249799270336412
W13,841,h1,1
W13,841,h2,0.6156559886381089
W13,842,h1,1
W13,842,h2,0.6391687810310512
W13,843,h1,1
W13,843,h2,0.5230905631196483
W13,844,h1,0.6666666666666666
W13,844,h2,0.6098498124304509
W13,845,h1,1
W13,845,h2,0.5513668954517073
W13,846,h1,1
W13,846,h2,0.5149621388575519
W13,847,h1,1
W13,847,h2,0.6806109002769813
W13,848,h1,1
W13,848,h2,0.6937638291278019
W13,849,h1,0.6666666666666666
W13,849,h2,0.6742590100069062
W13,850,h1,1
W13,850,h2,0.6062804412052247
W13,851,h1,1
W13,851,h2,0.579275001021836
W13,852,h1,1
W13,852,h2,0.6254268220307676
W13,853,h1,1
W13,853,h2,0.7068346688414363
W13,854,h1,1
W13,854,h2,0.7010481470472789
W13,855,h1,0.6666666666666666
W13,855,h2,0.5620267331023849
W13,856,h1,1
W13,856,h2,0.5606828478325048
W13,857,h1,0.6666666666666666
W13,857,h2,0.6946445404355152
W13,858,h1,1
W13,858,h2,0.5903129313813671
W13,859,h1,1
W13,859,h2,0.6511194846264837
W13,860,h1,1
W13,860,h2,0.6609222726429935
W13,861,h1,1
W13,861,h2,0.6527027947068524
W13,862,h1,1
W13,862,h2,0.5875250041980027
W13,863,h1,1
W13,863,h2,0.6218968514380546
W13,864,h1,1
W13,864,h2,0.6440058965335594
W13,865,h1,1
W13,865,h2,0.6491953181992391
W13,866,h1,0.6666666666666666
W13,866,h2,0.6287247065173168
W13,867,h1,1
W13,867,h2,0.6509250931263855
W13,868,h1,1
W13,868,h2,0.6427850004655233
W13,869,h1,1
W13,869,h2,0.5475366301036363
W13,870,h1,1
W13,870,h2,0.5761477390575026
W13,871,h1,1
W13,871,h2,0.6609302586577284
W13,872,h1,1
W13,872,h2,0.6522396207446857
W13,873,h1,0.6666666666666666
W13,873,h2,0.6797381749840029
W13,874,h1,1
W13,874,h2,0.5885831564542209
W13,875,h1,1
W13,875,h2,0.5906160658083243
W13,876,h1,0.6666666666666666
W13,876,h2,0.6950783567461021
W13,877,h1,0
W13,877,h2,0.6862333752758841
W13,878,h1,1
W13,878,h2,0.5824122635309937
W13,879,h1,0.6666666666666666
W13,879,h2,0.6598021365247916
W13,880,h1,1
W13,880,h2,0.6187078725872082
W13,881,h1,1
W13,881,h2,0.635870896544502
W13,882,h1,1
W13,882,h2,0.6456254069679402
W13,883,h1,1
W13,883,h2,0.5876882880158936
W13,884,h1,1
W13,884,h2,0.6812921274127918
W13,885,h1,1
W13,885,h2,0.7271965375964998
W13,886,h1,1
W13,886,h2,0.6591288954037159
W13,887,h1,1
W13,887,h2,0.5393728757692288
W13,888,h1,1
W13,888,h2,0.5773120615444514
W13,889,h1,1
W13,889,h2,0.6250035887071868
W13,890,h1,1
W13,890,h2,0.5542555795471956
W13,891,h1,1
W13,891,h2,0.6602570175366527
W13,892,h1,1
W13,892,h2,0.7450070191668974
W13,893,h1,1
W13,893,h2,0.6414174535220979
W13,894,h1,1
W13,894,h2,0.6406990717862947
W13,895,h1,1
W13,895,h2,0.6442453213440482
W13,896,h1,1
W13,896,h2,0.6606828478325047
W13,897,h1,1
W13,897,h2,0.6769094368803518
W13,898,h1,0.6666666666666666
W13,898,h2,0.5889984037630669
W13,899,h1,1
W13,899,h2,0.5298015265484728
W13,900,h1,1
W13,900,h2,0.6512478819668431
W13,901,h1,1
W13,901,h2,0.6630768993438682
W13,902,h1,1
W13,902,h2,0.7057381943967798
W13,903,h1,1
W13,903,h2,0.45618849496653874
W13,904,h1,0.6666666666666666
W13,904,h2,0.6600096067114292
W13,905,h1,1
W13,905,h2,0.6715343727066725
W13,906,h1,1
W13,906,h2,0.5819254278952816
W13,907,h1,1
W13,907,h2,0.6145595141934523
W13,908,h1,1
W13,908,h2,0.5606828478325048
W13,909,h1,1
W13,909,h2,0.5946445404355152
W13,910,h1,1
W13,910,h2,0.6491422988741139
W13,911,h1,0.6666666666666666
W13,911,h2,0.6809257031027042
W13,912,h1,1
W13,912,h2,0.6107305237381642
W13,913,h1,0.6666666666666666
W13,913,h2,0.6861654432693121
W13,914,h1,1
W13,914,h2,0.5957288064753332
W13,915,h1,1
W13,915,h2,0.8257416248564904
W13,916,h1,1
W13,916,h2,0.6458197984680385
W13,917,h1,1
W13,917,h2,0.5347064900932733
W13,918,h1,1
W13,918,h2,0.585471677453035
W13,919,h1,1
W13,919,h2,0.6546893958577826
W13,920,h1,0.6666666666666666
W13,920,h2,0.6761477390575026
W13,921,h1,1
W13,921,h2,0.6413617299203643
W13,922,h1,0.6666666666666666
W13,922,h2,0.6857111022635237
W13,923,h1,1
W13,923,h2,0.615420571087665
W13,924,h1,1
W13,924,h2,0.6446922163411745
W13,925,h1,1
W13,925,h2,0.6620267331023849
W13,926,h1,1
W13,926,h2,0.5573840090999749
W13,927,h1,1
W13,927,h2,0.6045426802633437
W13,928,h1,1
W13,928,h2,0.5287247065173168
W13,929,h1,1
W13,929,h2,0.6201271358723224
W13,930,h1,1
W13,930,h2,0.6363047128550889
W13,931,h1,1
W13,931,h2,0.6125954071276218
W13,932,h1,1
W13,932,h2,0.6769094368803518
W13,933,h1,1
W13,933,h2,0.6549493453634727
W13,934,h1,1
W13,934,h2,0.6808583111022048
W13,935,h1,1
W13,935,h2,0.6935244043173132
W13,936,h1,1
W13,936,h2,0.582765526977856
W13,937,h1,1
W13,937,h2,0.625450483704313
W13,938,h1,1
W13,938,h2,0.6768415048737797
W13,939,h1,1
W13,939,h2,0.5699510626263037
W13,940,h1,1
W13,940,h2,0.6527027947068524
W13,941,h1,1
W13,941,h2,0.6498049570081834
W13,942,h1,1
W13,942,h2,0.6295621017379841
W13,943,h1,1
W13,943,h2,0.4960994531755245
W13,944,h1,1
W13,944,h2,0.5946445404355152
W13,945,h1,1
W13,945,h2,0.6061408190608795
W13,946,h1,0.6666666666666666
W13,946,h2,0.6249799270336412
W13,947,h1,0.6666666666666666
W13,947,h2,0.6012201798572683
W13,948,h1,0.6666666666666666
W13,948,h2,0.6937638291278019
W13,949,h1,1
W13,949,h2,0.6364525439854601
W13,950,h1,0.6666666666666666
W13,950,h2,0.6309733790083635
W13,951,h1,1
W13,951,h2,0.6313318173037163
W13,952,h1,1
W13,952,h2,0.6274418265872969
W13,953,h1,0.6666666666666666
W13,953,h2,0.6500230101818272
W13,954,h1,1
W13,954,h2,0.5299299238888323
W13,955,h1,0.6666666666666666
W13,955,h2,0.7369984786713659
W13,956,h1,1
W13,956,h2,0.5353249618585961
W13,957,h1,0.6666666666666666
W13,957,h2,0.6058335462080985
W13,958,h1,1
W13,958,h2,0.5812921274127918
W13,959,h1,1
W13,959,h2,0.6074316850056342
W13,960,h1,0.6666666666666666
W13,960,h2,0.6225184835217786
W13,961,h1,1
W13,961,h2,0.5949793170573225
W13,962,h1,1
W13,962,h2,0.6513589094369724
W13,963,h1,1
W13,963,h2,0.7445732028563105
W13,964,h1,0.6666666666666666
W13,964,h2,0.5917125402529808
W13,965,h1,1
W13,965,h2,0.5444847461545369
W13,966,h1,1
W13,966,h2,0.691704554238246
W13,967,h1,1
W13,967,h2,0.6863523887607482
W13,968,h1,1
W13,968,h2,0.6564721901100541
W13,969,h1,0.6666666666666666
W13,969,h2,0.7343038654291737
W13,970,h1,1
W13,970,h2,0.66732641926083
W13,971,h1,1
W13,971,h2,0.6422981648298112
W13,972,h1,1
W13,972,h2,0.6387349647204643
W13,973,h1,1
W13,973,h2,0.585471677453035
W13,974,h1,1
W13,974,h2,0.6440951162126968
W13,975,h1,0.6666666666666666
W13,975,h2,0.5606591861589594
W13,976,h1,1
W13,976,h2,0.5974902290907597
W13,977,h1,0.6666666666666666
W13,977,h2,0.6021566147667151
W13,978,h1,1
W13,978,h2,0.7043786334680892
W13,979,h1,1
W13,979,h2,0.5797618366575483
W13,980,h1,0.6666666666666666
W13,980,h2,0.639631954993218
W13,981,h1,1
W13,981,h2,0.7467251256952778
W13,982,h1,1
W13,982,h2,0.6555464454919504
W13,983,h1,0.6666666666666666
W13,983,h2,0.5766060873233357
W13,984,h1,0.6666666666666666
W13,984,h2,0.5677794853738356
W13,985,h1,1
W13,985,h2,0.535379731214349
W13,986,h1,1
W13,986,h2,0.5935244043173132
W13,987,h1,1
W13,987,h2,0.6096870686186329
W13,988,h1,1
W13,988,h2,0.64405092984395
W13,989,h1,0.6666666666666666
W13,989,h2,0.6052601077531662
W13,990,h1,1
W13,990,h2,0.640065771303805
W13,991,h1,1
W13,991,h2,0.6768897824668512
W13,992,h1,1
W13,992,h2,0.6398263464933163
W13,993,h1,1
W13,993,h2,0.5715343727066724
W13,994,h1,1
W13,994,h2,0.6309970406819089
W13,995,h1,0.6666666666666666
W13,995,h2,0.6345432902396624
W13,996,h1,0.6666666666666666
W13,996,h2,0.6749322511279819
W13,997,h1,1
W13,997,h2,0.6189552834124318
W13,998,h1,1
W13,998,h2,0.5187078725872082
W13,999,h1,0.6666666666666666
W13,999,h2,0.5746174483022591
W13,1000,h1,1
W13,1000,h2,0.6649350716113739
W14,1,h1,NA
W14,1,h2,0.5
W14,2,h1,NA
W14,2,h2,0.5
W14,3,h1,NA
W14,3,h2,0.5
W14,4,h1,NA
W14,4,h2,0.5
W14,5,h1,NA
W14,5,h2,0.5
W14,6,h1,NA
W14,6,h2,0.5
W14,7,h1,NA
W14,7,h2,0.5
W14,8,h1,NA
W14,8,h2,0.5
W14,9,h1,NA
W14,9,h2,0.5
W14,10,h1,NA
W14,10,h2,0.5
W14,11,h1,NA
W14,11,h2,0.5
W14,12,h1,NA
W14,12,h2,0.5
W14,13,h1,NA
W14,13,h2,0.5
W14,14,h1,NA
W14,14,h2,0.5
W14,15,h1,NA
W14,15,h2,0.5
W14,16,h1,NA
W14,16,h2,0.5
W14,17,h1,NA
W14,17,h2,0.5
W14,18,h1,NA
W14,18,h2,0.5
W14,19,h1,NA
W14,19,h2,0.5
W14,20,h1,NA
W14,20,h2,0.5
W14,21,h1,NA
W14,21,h2,0.5
W14,22,h1,NA
W14,22,h2,0.5
W14,23,h1,NA
W14,23,h2,0.5
W14,24,h1,NA
W14,24,h2,0.5
W14,25,h1,NA
W14,25,h2,0.5
W14,26,h1,NA
W14,26,h2,0.5
W14,27,h1,NA
W14,27,h2,0.5
W14,28,h1,NA
W14,28,h2,0.5
W14,29,h1,NA
W14,29,h2,0.5
W14,30,h1,NA
W14,30,h2,0.5
W14,31,h1,NA
W14,31,h2,0.5
W14,32,h1,NA
W14,32,h2,0.5
W14,33,h1,NA
W14,33,h2,0.5
W14,34,h1,NA
W14,34,h2,0.5
W14,35,h1,NA
W14,35,h2,0.5
W14,36,h1,NA
W14,36,h2,0.5
W14,37,h1,NA
W14,37,h2,0.5
W14,38,h1,NA
W14,38,h2,0.5
W14,39,h1,NA
W14,39,h2,0.5
W14,40,h1,NA
W14,40,h2,0.5
W14,41,h1,NA
W14,41,h2,0.5
W14,42,h1,NA
W14,42,h2,0.5
W14,43,h1,NA
W14,43,h2,0.5
W14,44,h1,NA
W14,44,h2,0.5
W14,45,h1,NA
W14,45,h2,0.5
W14,46,h1,NA
W14,46,h2,0.5
W14,47,h1,NA
W14,47,h2,0.5
W14,48,h1,NA
W14,48,h2,0.5
W14,49,h1,NA
W14,49,h2,0.5
W14,50,h1,NA
W14,50,h2,0.5
W14,51,h1,NA
W14,51,h2,0.5
W14,52,h1,NA
W14,52,h2,0.5
W14,53,h1,NA
W14,53,h2,0.5
W14,54,h1,NA
W14,54,h2,0.5
W14,55,h1,NA
W14,55,h2,0.5
W14,56,h1,NA
W14,56,h2,0.5
W14,57,h1,NA
W14,57,h2,0.5
W14,58,h1,NA
W14,58,h2,0.5
W14,59,h1,NA
W14,59,h2,0.5
W14,60,h1,NA
W14,60,h2,0.5
W14,61,h1,NA
W14,61,h2,0.5
W14,62,h1,NA
W14,62,h2,0.5
W14,63,h1,NA
W14,63,h2,0.5
W14,64,h1,NA
W14,64,h2,0.5
W14,65,h1,NA
W14,65,h2,0.5
W14,66,h1,NA
W14,66,h2,0.5
W14,67,h1,NA
W14,67,h2,0.5
W14,68,h1,NA
W14,68,h2,0.5
W14,69,h1,NA
W14,69,h2,0.5
W14,70,h1,NA
W14,70,h2,0.5
W14,71,h1,NA
W14,71,h2,0.5
W14,72,h1,NA
W14,72,h2,0.5
W14,73,h1,NA
W14,73,h2,0.5
W14,74,h1,NA
W14,74,h2,0.5
W14,75,h1,NA
W14,75,h2,0.5
W14,76,h1,NA
W14,76,h2,0.5
W14,77,h1,NA
W14,77,h2,0.5
W14,78,h1,NA
W14,78,h2,0.5
W14,79,h1,NA
W14,79,h2,0.5
W14,80,h1,NA
W14,80,h2,0.5
W14,81,h1,NA
W14,81,h2,0.5
W14,82,h1,NA
W14,82,h2,0.5
W14,83,h1,NA
W14,83,h2,0.5
W14,84,h1,NA
W14,84,h2,0.5
W14,85,h1,NA
W14,85,h2,0.5
W14,86,h1,NA
W14,86,h2,0.5
W14,87,h1,NA
W14,87,h2,0.5
W14,88,h1,NA
W14,88,h2,0.5
W14,89,h1,NA
W14,89,h2,0.5
W14,90,h1,NA
W14,90,h2,0.5
W14,91,h1,NA
W14,91,h2,0.5
W14,92,h1,NA
W14,92,h2,0.5
W14,93,h1,NA
W14,93,h2,0.5
W14,94,h1,NA
W14,94,h2,0.5
W14,95,h1,NA
W14,95,h2,0.5
W14,96,h1,NA
W14,96,h2,0.5
W14,97,h1,NA
W14,97,h2,0.5
W14,98,h1,NA
W14,98,h2,0.5
W14,99,h1,NA
W14,99,h2,0.5
W14,100,h1,NA
W14,100,h2,0.5
W14,101,h1,NA
W14,101,h2,0.5
W14,102,h1,NA
W14,102,h2,0.5
W14,103,h1,NA
W14,103,h2,0.5
W14,104,h1,NA
W14,104,h2,0.5
W14,105,h1,NA
W14,105,h2,0.5
W14,106,h1,NA
W14,106,h2,0.5
W14,107,h1,NA
W14,107,h2,0.5
W14,108,h1,NA
W14,108,h2,0.5
W14,109,h1,NA
W14,109,h2,0.5
W14,110,h1,NA
W14,110,h2,0.5
W14,111,h1,NA
W14,111,h2,0.5
W14,112,h1,NA
W14,112,h2,0.5
W14,113,h1,NA
W14,113,h2,0.5
W14,114,h1,NA
W14,114,h2,0.5
W14,115,h1,NA
W14,115,h2,0.5
W14,116,h1,NA
W14,116,h2,0.5
W14,117,h1,NA
W14,117,h2,0.5
W14,118,h1,NA
W14,118,h2,0.5
W14,119,h1,NA
W14,119,h2,0.5
W14,120,h1,NA
W14,120,h2,0.5
W14,121,h1,NA
W14,121,h2,0.5
W14,122,h1,NA
W14,122,h2,0.5
W14,123,h1,NA
W14,123,h2,0.5
W14,124,h1,NA
W14,124,h2,0.5
W14,125,h1,NA
W14,125,h2,0.5
W14,126,h1,NA
W14,126,h2,0.5
W14,127,h1,NA
W14,127,h2,0.5
W14,128,h1,NA
W14,128,h2,0.5
W14,129,h1,NA
W14,129,h2,0.5
W14,130,h1,NA
W14,130,h2,0.5
W14,131,h1,NA
W14,131,h2,0.5
W14,132,h1,NA
W14,132,h2,0.5
W14,133,h1,NA
W14,133,h2,0.5
W14,134,h1,NA
W14,134,h2,0.5
W14,135,h1,NA
W14,135,h2,0.5
W14,136,h1,NA
W14,136,h2,0.5
W14,137,h1,NA
W14,137,h2,0.5
W14,138,h1,NA
W14,138,h2,0.5
W14,139,h1,NA
W14,139,h2,0.5
W14,140,h1,NA
W14,140,h2,0.5
W14,141,h1,NA
W14,141,h2,0.5
W14,142,h1,NA
W14,142,h2,0.5
W14,143,h1,NA
W14,143,h2,0.5
W14,144,h1,NA
W14,144,h2,0.5
W14,145,h1,NA
W14,145,h2,0.5
W14,146,h1,NA
W14,146,h2,0.5
W14,147,h1,NA
W14,147,h2,0.5
W14,148,h1,NA
W14,148,h2,0.5
W14,149,h1,NA
W14,149,h2,0.5
W14,150,h1,NA
W14,150,h2,0.5
W14,151,h1,NA
W14,151,h2,0.5
W14,152,h1,NA
W14,152,h2,0.5
W14,153,h1,NA
W14,153,h2,0.5
W14,154,h1,NA
W14,154,h2,0.5
W14,155,h1,NA
W14,155,h2,0.5
W14,156,h1,NA
W14,156,h2,0.5
W14,157,h1,NA
W14,157,h2,0.5
W14,158,h1,NA
W14,158,h2,0.5
W14,159,h1,NA
W14,159,h2,0.5
W14,160,h1,NA
W14,160,h2,0.5
W14,161,h1,NA
W14,161,h2,0.5
W14,162,h1,NA
W14,162,h2,0.5
W14,163,h1,NA
W14,163,h2,0.5
W14,164,h1,NA
W14,164,h2,0.5
W14,165,h1,NA
W14,165,h2,0.5
W14,166,h1,NA
W14,166,h2,0.5
W14,167,h1,NA
W14,167,h2,0.5
W14,168,h1,NA
W14,168,h2,0.5
W14,169,h1,NA
W14,169,h2,0.5
W14,170,h1,NA
W14,170,h2,0.5
W14,171,h1,NA
W14,171,h2,0.5
W14,172,h1,NA
W14,172,h2,0.5
W14,173,h1,NA
W14,173,h2,0.5
W14,174,h1,NA
W14,174,h2,0.5
W14,175,h1,NA
W14,175,h2,0.5
W14,176,h1,NA
W14,176,h2,0.5
W14,177,h1,NA
W14,177,h2,0.5
W14,178,h1,NA
W14,178,h2,0.5
W14,179,h1,NA
W14,179,h2,0.5
W14,180,h1,NA
W14,180,h2,0.5
W14,181,h1,NA
W14,181,h2,0.5
W14,182,h1,NA
W14,182,h2,0.5
W14,183,h1,NA
W14,183,h2,0.5
W14,184,h1,NA
W14,184,h2,0.5
W14,185,h1,NA
W14,185,h2,0.5
W14,186,h1,NA
W14,186,h2,0.5
W14,187,h1,NA
W14,187,h2,0.5
W14,188,h1,NA
W14,188,h2,0.5
W14,189,h1,NA
W14,189,h2,0.5
W14,190,h1,NA
W14,190,h2,0.5
W14,191,h1,NA
W14,191,h2,0.5
W14,192,h1,NA
W14,192,h2,0.5
W14,193,h1,NA
W14,193,h2,0.5
W14,194,h1,NA
W14,194,h2,0.5
W14,195,h1,NA
W14,195,h2,0.5
W14,196,h1,NA
W14,196,h2,0.5
W14,197,h1,NA
W14,197,h2,0.5
W14,198,h1,NA
W14,198,h2,0.5
W14,199,h1,NA
W14,199,h2,0.5
W14,200,h1,NA
W14,200,h2,0.5
W14,201,h1,NA
W14,201,h2,0.5
W14,202,h1,NA
W14,202,h2,0.5
W14,203,h1,NA
W14,203,h2,0.5
W14,204,h1,NA
W14,204,h2,0.5
W14,205,h1,NA
W14,205,h2,0.5
W14,206,h1,NA
W14,206,h2,0.5
W14,207,h1,NA
W14,207,h2,0.5
W14,208,h1,NA
W14,208,h2,0.5
W14,209,h1,NA
W14,209,h2,0.5
W14,210,h1,NA
W14,210,h2,0.5
W14,211,h1,NA
W14,211,h2,0.5
W14,212,h1,NA
W14,212,h2,0.5
W14,213,h1,NA
W14,213,h2,0.5
W14,214,h1,NA
W14,214,h2,0.5
W14,215,h1,NA
W14,215,h2,0.5
W14,216,h1,NA
W14,216,h2,0.5
W14,217,h1,NA
W14,217,h2,0.5
W14,218,h1,NA
W14,218,h2,0.5
W14,219,h1,NA
W14,219,h2,0.5
W14,220,h1,NA
W14,220,h2,0.5
W14,221,h1,NA
W14,221,h2,0.5
W14,222,h1,NA
W14,222,h2,0.5
W14,223,h1,NA
W14,223,h2,0.5
W14,224,h1,NA
W14,224,h2,0.5
W14,225,h1,NA
W14,225,h2,0.5
W14,226,h1,NA
W14,226,h2,0.5
W14,227,h1,NA
W14,227,h2,0.5
W14,228,h1,NA
W14,228,h2,0.5
W14,229,h1,NA
W14,229,h2,0.5
W14,230,h1,NA
W14,230,h2,0.5
W14,231,h1,NA
W14,231,h2,0.5
W14,232,h1,NA
W14,232,h2,0.5
W14,233,h1,NA
W14,233,h2,0.5
W14,234,h1,NA
W14,234,h2,0.5
W14,235,h1,NA
W14,235,h2,0.5
W14,236,h1,NA
W14,236,h2,0.5
W14,237,h1,NA
W14,237,h2,0.5
W14,238,h1,NA
W14,238,h2,0.5
W14,239,h1,NA
W14,239,h2,0.5
W14,240,h1,NA
W14,240,h2,0.5
W14,241,h1,NA
W14,241,h2,0.5
W14,242,h1,NA
W14,242,h2,0.5
W14,243,h1,NA
W14,243,h2,0.5
W14,244,h1,NA
W14,244,h2,0.5
W14,245,h1,NA
W14,245,h2,0.5
W14,246,h1,NA
W14,246,h2,0.5
W14,247,h1,NA
W14,247,h2,0.5
W14,248,h1,NA
W14,248,h2,0.5
W14,249,h1,NA
W14,249,h2,0.5
W14,250,h1,NA
W14,250,h2,0.5
W14,251,h1,NA
W14,251,h2,0.5
W14,252,h1,NA
W14,252,h2,0.5
W14,253,h1,NA
W14,253,h2,0.5
W14,254,h1,NA
W14,254,h2,0.5
W14,255,h1,NA
W14,255,h2,0.5
W14,256,h1,NA
W14,256,h2,0.5
W14,257,h1,NA
W14,257,h2,0.5
W14,258,h1,NA
W14,258,h2,0.5
W14,259,h1,NA
W14,259,h2,0.5
W14,260,h1,NA
W14,260,h2,0.5
W14,261,h1,NA
W14,261,h2,0.5
W14,262,h1,NA
W14,262,h2,0.5
W14,263,h1,NA
W14,263,h2,0.5
W14,264,h1,NA
W14,264,h2,0.5
W14,265,h1,NA
W14,265,h2,0.5
W14,266,h1,NA
W14,266,h2,0.5
W14,267,h1,NA
W14,267,h2,0.5
W14,268,h1,NA
W14,268,h2,0.5
W14,269,h1,NA
W14,269,h2,0.5
W14,270,h1,NA
W14,270,h2,0.5
W14,271,h1,NA
W14,271,h2,0.5
W14,272,h1,NA
W14,272,h2,0.5
W14,273,h1,NA
W14,273,h2,0.5
W14,274,h1,NA
W14,274,h2,0.5
W14,275,h1,NA
W14,275,h2,0.5
W14,276,h1,NA
W14,276,h2,0.5
W14,277,h1,NA
W14,277,h2,0.5
W14,278,h1,NA
W14,278,h2,0.5
W14,279,h1,NA
W14,279,h2,0.5
W14,280,h1,NA
W14,280,h2,0.5
W14,281,h1,NA
W14,281,h2,0.5
W14,282,h1,NA
W14,282,h2,0.5
W14,283,h1,NA
W14,283,h2,0.5
W14,284,h1,NA
W14,284,h2,0.5
W14,285,h1,NA
W14,285,h2,0.5
W14,286,h1,NA
W14,286,h2,0.5
W14,287,h1,NA
W14,287,h2,0.5
W14,288,h1,NA
W14,288,h2,0.5
W14,289,h1,NA
W14,289,h2,0.5
W14,290,h1,NA
W14,290,h2,0.5
W14,291,h1,NA
W14,291,h2,0.5
W14,292,h1,NA
W14,292,h2,0.5
W14,293,h1,NA
W14,293,h2,0.5
W14,294,h1,NA
